	"gene_id"	"sample97_t3"	"sample98_t4"	"sample99_t5"	"sample100_t6"	"sample101_t8"	"sample102_t24"	"sample103_t48"	"sample104_t168"	"sample105_t336"	"sample16_t3"	"sample17_t4"	"sample18_t5"	"sample19_t6"	"sample20_t8"	"sample21_t24"	"sample22_t48"	"sample23_t168"	"sample24_t336"	"sample25_t3"	"sample26_t4"	"sample27_t5"	"sample28_t6"	"sample29_t8"	"sample30_t24"	"sample31_t48"	"sample32_t168"	"sample33_t336"
"337"	"ECB_00337"	41	109	33	26	0	1	0	18	41	3	12	3	17	1	1	1	3	22	10	28	30	8	6	4	0	21	22
"338"	"ECB_00338"	313	152	173	55	12	1	0	42	55	92	62	25	31	24	3	2	4	26	56	65	84	31	49	1	2	52	42
"339"	"ECB_00339"	15	28	11	6	1	1	1	97	63	2	3	0	1	1	2	7	45	39	8	8	8	9	8	3	5	183	73
"340"	"ECB_00340"	20	21	15	9	0	0	0	6	12	6	5	5	11	0	0	0	0	0	30	28	35	27	20	3	0	7	15
"341"	"ECB_00341"	3	7	4	5	0	0	0	0	8	0	0	1	3	0	0	0	0	2	1	3	1	2	0	2	0	0	1
"342"	"ECB_00342"	87	233	55	27	1	0	1	6	21	23	26	13	18	3	0	1	2	8	15	34	40	32	23	0	1	8	21
"343"	"ECB_00343"	39	64	50	20	13	0	0	11	41	28	15	5	19	17	5	0	13	31	16	27	14	18	46	8	0	67	36
"344"	"ECB_00344"	43	72	22	12	2	0	0	22	37	5	12	2	4	5	1	0	3	8	16	17	33	8	10	3	2	31	16
"345"	"ECB_00345"	112	163	64	81	2	0	1	5	19	40	40	16	46	3	0	0	1	12	49	70	86	83	49	1	0	26	24
"346"	"ECB_00346"	95	167	27	25	0	0	0	5	12	13	15	5	7	0	0	0	2	0	20	15	22	26	13	0	0	0	11
"347"	"ECB_00347"	46	71	25	6	5	0	0	11	17	11	15	2	2	10	2	1	0	14	10	27	26	11	24	1	0	11	9
"348"	"ECB_00348"	41	55	24	22	3	0	0	13	20	8	8	2	10	5	0	0	6	4	17	23	23	23	15	1	3	36	115
"349"	"ECB_00349"	549	729	356	195	14	5	6	243	464	105	148	76	118	45	32	7	42	139	115	252	265	171	123	51	15	378	432
"350"	"ECB_00350"	243	432	166	75	3	1	0	33	85	32	81	12	34	4	2	0	5	34	57	123	116	79	54	16	1	28	73
"351"	"ECB_00351"	1310	836	726	251	7	1	2	13	116	318	298	127	182	19	0	0	1	24	246	363	321	281	212	3	1	17	12
"352"	"ECB_00352"	23	50	11	8	1	1	0	87	109	3	5	0	9	1	0	3	3	13	10	15	17	6	3	0	0	63	50
"353"	"ECB_00353"	192	654	124	72	0	0	0	5	29	27	64	29	45	2	0	0	1	7	74	168	153	55	30	0	0	14	23
"354"	"ECB_00354"	588	1390	638	490	0	0	0	5	48	107	214	47	182	7	1	0	3	12	251	479	516	352	144	1	0	16	32
"355"	"ECB_00355"	625	691	344	221	3	1	3	28	65	217	212	47	167	18	3	3	5	23	159	265	276	170	97	9	0	36	53
"356"	"ECB_00356"	2676	3812	2284	1424	11	1	4	76	237	565	1008	135	919	45	9	10	16	121	835	1803	1854	1213	660	28	8	96	153
"357"	"ECB_00357"	846	1457	902	770	5	1	1	29	74	140	374	145	406	16	5	3	14	39	402	632	717	518	341	17	2	53	65
"358"	"ECB_00358"	99	162	77	57	7	0	0	7	27	19	21	1	17	12	2	0	2	6	35	54	51	38	32	12	0	47	20
"359"	"ECB_00359"	1141	1052	948	414	24	5	6	184	196	384	406	48	268	31	33	9	37	191	687	945	732	462	344	96	20	339	298
"360"	"ECB_00360"	9	9	6	2	1	0	1	5	6	2	2	4	0	1	2	0	0	7	3	3	5	5	2	1	0	7	29
"361"	"ECB_00361"	185	218	165	53	8	0	0	27	104	71	73	48	50	18	5	0	5	36	86	108	109	89	90	7	1	48	64
"362"	"ECB_00362"	306	405	148	99	8	1	0	24	80	61	80	40	70	18	2	3	7	37	68	112	116	92	88	9	1	37	39
"363"	"ECB_00363"	434	673	176	112	5	0	0	24	35	67	112	18	89	13	3	1	4	13	80	170	222	123	88	3	0	15	26
"364"	"ECB_00364"	1000	1478	420	279	4	0	1	24	67	146	265	39	206	16	5	1	0	20	235	526	611	339	193	15	4	64	38
"365"	"ECB_00365"	162	345	75	65	3	0	1	2	23	51	44	10	51	7	1	0	3	6	53	115	121	133	95	1	0	14	10
"366"	"ECB_00366"	458	604	356	237	25	3	5	566	718	50	113	14	99	42	11	14	160	200	175	209	294	125	145	18	6	879	498
"367"	"ECB_00367"	235	300	270	122	72	16	4	179	113	113	111	63	113	174	66	24	75	90	191	220	155	222	267	62	23	618	173
"368"	"ECB_00368"	395	506	188	152	2	0	1	22	82	78	134	147	101	11	1	2	8	28	117	202	239	151	84	2	0	27	39
"369"	"ECB_00369"	355	568	195	93	2	2	1	51	194	63	110	15	66	9	0	2	5	37	709	1766	626	872	379	6	6	145	148
"370"	"ECB_00370"	74	172	71	36	5	0	0	17	42	8	29	26	24	7	1	0	3	12	41	36	44	23	20	0	0	36	35
"371"	"ECB_00371"	567	1196	334	238	3	0	0	33	113	75	173	96	139	8	1	2	1	24	174	433	407	253	136	4	3	52	60
"372"	"ECB_00372"	144	119	88	51	6	1	0	73	61	50	38	5	19	13	7	5	10	41	55	48	55	32	49	11	4	115	73
"373"	"ECB_00373"	103	134	79	42	13	3	0	109	153	37	30	12	32	11	11	4	40	40	54	66	47	45	59	11	8	174	72
"374"	"ECB_00374"	452	490	209	132	12	2	3	56	85	92	113	99	83	21	4	2	9	24	124	192	164	197	136	19	5	80	60
"375"	"ECB_00375"	53	141	34	30	1	0	0	19	37	8	14	2	10	2	0	1	5	14	15	37	33	23	23	1	0	33	35
"376"	"ECB_00376"	5	5	2	0	0	0	0	17	15	0	1	0	0	4	0	2	7	12	0	0	3	0	1	0	0	23	17
"377"	"ECB_00377"	37	72	38	30	0	1	0	50	71	5	12	0	14	1	1	2	4	27	12	12	12	10	12	3	1	32	56
"378"	"ECB_00378"	22	63	24	22	0	3	0	68	150	10	17	2	12	3	0	4	18	59	15	30	29	14	16	6	2	78	149
"379"	"ECB_00379"	1757	2671	2076	1570	62	2	3	48	248	639	718	227	567	45	3	6	44	134	678	1093	844	807	603	39	2	57	212
"380"	"ECB_00380"	857	1532	1134	888	25	0	3	24	94	356	445	76	344	41	2	2	6	46	278	415	393	383	240	13	0	29	84
"381"	"ECB_00381"	1829	2406	2152	1219	30	1	1	22	153	728	781	297	602	35	2	1	8	96	576	1009	983	755	480	16	2	57	158
"382"	"ECB_00382"	9836	12043	7149	4061	45	2	4	149	532	2508	3278	1041	2385	81	7	5	52	297	3241	5204	4291	3542	2194	30	13	146	488
"383"	"ECB_00383"	5060	6438	4070	1978	24	4	1	96	580	1565	2079	403	1404	88	5	4	80	335	7496	16037	6161	8634	3498	26	17	359	1127
"384"	"ECB_00384"	185	414	142	103	0	0	0	1	15	17	57	8	46	0	1	0	0	5	54	107	156	82	40	0	0	10	3
"385"	"ECB_00385"	117	210	50	25	0	0	1	3	8	44	52	2	27	3	0	0	0	5	77	142	119	88	39	1	2	6	16
"386"	"ECB_00386"	551	714	538	323	1109	166	91	2141	572	179	103	161	72	1047	409	96	407	396	117	185	154	146	772	1866	105	1907	592
"387"	"ECB_00387"	12292	14326	9307	3576	10	3	0	43	360	2989	4327	3827	2602	33	5	2	39	175	4480	8206	5735	5150	2909	24	2	123	211
"388"	"ECB_00388"	1423	1501	1100	396	72	12	12	366	514	326	314	29	214	87	25	26	70	190	361	717	602	433	401	35	18	729	381
"389"	"ECB_00389"	3913	5350	3415	1317	254	31	9	641	773	1207	1332	303	940	351	212	46	191	379	1842	3030	2350	1994	1699	1009	62	1204	729
"390"	"ECB_00390"	278	246	201	109	4	0	0	29	90	28	63	8	85	14	2	0	0	16	195	260	261	188	200	6	0	90	55
"391"	"ECB_00391"	95	122	75	23	6	1	0	26	49	31	35	7	33	11	9	3	9	6	41	61	53	43	38	7	1	45	29
"392"	"ECB_00392"	6122	8368	5642	4574	138	3	24	96	385	1251	1445	849	1056	260	16	11	86	140	2161	2927	2293	2073	2225	61	11	309	357
"393"	"ECB_00393"	1524	2457	999	481	15	1	3	34	243	396	506	160	371	42	4	1	13	98	417	833	735	487	396	7	7	80	162
"394"	"ECB_00394"	6	15	14	12	2	0	0	5	12	4	6	1	3	6	0	0	7	1	6	12	8	5	8	1	1	13	44
"395"	"ECB_00395"	0	11	3	5	2	1	1	6	16	2	0	1	1	4	1	0	4	1	1	5	0	4	0	2	1	9	12
"396"	"ECB_00396"	141	157	87	39	26	1	0	32	41	68	41	12	19	57	0	2	7	32	49	56	45	26	99	8	0	71	30
"397"	"ECB_00397"	46	46	105	82	83	15	11	356	235	96	47	20	35	183	32	17	101	166	99	79	82	78	182	43	21	1026	359
"398"	"ECB_00398"	197	148	159	55	14	1	3	50	140	90	57	11	34	29	21	2	11	43	68	81	96	51	42	25	4	53	115
"399"	"ECB_00399"	101	157	39	35	3	10	2	387	503	17	29	93	24	10	4	36	81	193	38	41	43	34	44	15	26	608	387
"400"	"ECB_00400"	146	267	84	45	0	2	3	239	451	31	39	10	15	4	0	7	37	160	43	72	80	26	37	6	5	289	282
"401"	"ECB_00401"	129	141	79	51	3	0	1	44	104	33	39	11	38	8	1	0	9	52	40	53	65	46	41	2	0	69	38
"402"	"ECB_00402"	86	227	556	63	1	0	0	3	2	36	37	6	8	2	0	0	0	1	26	53	19	5	2	0	0	1	0
"403"	"ECB_00403"	656	819	2319	232	1	0	0	8	31	202	256	34	36	3	0	1	8	17	71	303	109	30	24	3	1	21	10
"404"	"ECB_00404"	112	112	88	63	3	1	0	34	109	60	32	8	22	8	4	2	15	46	45	68	52	57	42	20	2	51	58
"405"	"ECB_00405"	30	19	10	2	5	6	6	53	39	4	3	1	3	14	11	4	5	20	3	7	11	1	6	67	4	53	31
"406"	"ECB_00406"	96	79	49	21	1	0	0	61	76	7	6	5	12	1	0	0	26	30	41	26	34	31	37	1	2	85	57
"407"	"ECB_00407"	8	52	17	1	2	0	0	4	19	3	2	0	4	2	0	2	3	4	4	13	3	2	2	4	2	23	3
"408"	"ECB_00408"	66	109	49	22	7	2	2	78	141	10	25	1	19	19	4	4	19	61	19	44	42	24	34	10	2	219	141
"409"	"ECB_00409"	56	162	35	28	2	1	2	187	189	6	21	2	9	8	2	6	19	60	19	24	28	6	7	1	4	242	136
"410"	"ECB_00410"	55	139	19	11	1	1	1	233	209	6	7	0	10	3	0	8	33	58	13	31	35	16	8	0	2	323	118
"411"	"ECB_00411"	21	83	2	10	0	0	1	128	114	3	6	1	4	0	1	7	31	58	6	9	17	9	3	0	7	176	105
"412"	"ECB_00412"	100	242	61	50	50	44	63	1291	726	21	33	6	24	48	22	131	227	356	29	53	66	31	62	26	49	1740	534
"413"	"ECB_00413"	2913	2766	2092	1265	44	4	6	79	320	785	885	205	846	37	13	5	10	107	1239	1837	1759	1682	1279	49	2	126	213
"414"	"ECB_00414"	1072	1614	1026	506	13	0	1	30	154	410	431	64	333	32	3	2	19	49	424	842	711	681	510	19	1	54	103
"415"	"ECB_00415"	12	121	44	15	0	0	1	1	31	3	9	3	1	0	2	0	1	13	26	26	33	17	3	0	0	6	56
"416"	"ECB_00416"	567	755	191	230	3	0	0	15	53	82	136	74	140	7	1	2	11	28	179	263	308	220	176	3	1	34	39
"417"	"ECB_00417"	36	39	17	10	2	0	0	2	17	4	7	2	4	3	0	0	3	3	8	20	10	10	15	2	0	4	4
"418"	"ECB_00418"	88	96	57	25	3	1	0	12	51	19	28	7	12	6	1	2	0	21	40	30	37	31	33	6	0	33	32
"419"	"ECB_00419"	86	72	23	18	2	0	0	7	29	4	41	5	34	5	2	0	2	15	36	64	100	92	68	2	0	5	13
"420"	"ECB_00420"	102	349	27	27	0	0	0	5	8	27	42	23	35	1	0	0	0	4	28	70	67	58	20	0	0	2	5
"421"	"ECB_00421"	736	1170	434	187	3	1	0	10	131	175	259	60	135	15	1	0	1	26	312	497	492	297	169	5	1	28	51
"422"	"ECB_00422"	1154	1044	474	222	8	3	0	57	94	117	219	154	153	10	7	5	12	30	313	584	330	451	263	13	2	151	59
"423"	"ECB_00423"	1236	1281	477	309	2	0	0	31	59	183	251	79	244	5	7	2	3	22	388	579	649	516	275	12	3	38	13
"424"	"ECB_00424"	875	937	834	442	52	4	3	66	163	745	318	105	320	136	6	4	40	56	441	563	501	560	1054	22	2	162	131
"425"	"ECB_00425"	1914	2309	532	345	2	0	1	9	90	304	277	42	196	11	1	0	15	28	241	513	446	349	189	7	1	13	37
"426"	"ECB_00426"	37	60	20	20	4	1	0	22	30	13	17	11	10	14	3	9	8	7	10	32	37	27	43	5	0	80	40
"427"	"ECB_00427"	14	15	11	4	10	0	1	23	22	5	6	0	3	9	1	1	2	12	11	9	7	11	17	2	0	28	27
"428"	"ECB_00428"	179	436	60	78	1	0	0	3	28	28	36	27	50	3	3	0	0	15	37	94	92	74	40	0	1	12	26
"429"	"ECB_00429"	339	574	247	124	4	0	2	27	82	54	80	45	53	8	7	5	12	25	70	181	140	127	85	8	4	46	74
"430"	"ECB_00430"	93	77	34	14	2	1	0	22	22	11	21	6	9	2	0	2	4	15	26	17	27	26	18	2	0	21	19
"431"	"ECB_00431"	256	233	219	87	23	2	2	33	64	77	75	27	45	40	3	5	30	57	90	104	83	114	139	17	4	113	72
"432"	"ECB_00432"	41	34	15	6	0	0	0	0	2	22	23	1	10	2	0	0	0	1	15	21	18	7	7	0	0	2	1
"433"	"ECB_00433"	137	236	93	73	11	1	2	13	50	48	41	12	48	13	1	0	7	24	31	79	81	62	51	6	1	22	52
"434"	"ECB_00434"	124	190	84	53	7	0	1	30	39	13	21	4	18	17	2	0	5	21	33	44	45	27	31	9	1	66	52
"435"	"ECB_00435"	449	1060	601	195	13	0	1	74	150	12511	8735	1153	1323	68	15	9	42	61	4657	12813	4812	2043	2543	56	11	158	112
"436"	"ECB_00436"	1	8	3	0	2	0	0	2	5	1	2	0	1	4	0	0	5	2	1	1	0	2	7	11	1	2	1
"437"	"ECB_00437"	6	8	8	4	2	0	0	5	5	3	3	1	1	7	0	1	1	1	3	1	2	9	6	8	0	6	7
"438"	"ECB_00438"	569	421	355	136	34	1	2	169	339	60	123	43	79	60	16	6	38	110	302	259	213	205	332	42	12	197	192
"439"	"ECB_00439"	39	17	32	10	7	0	0	49	50	4	10	2	3	4	1	1	14	20	12	10	8	4	7	8	1	83	48
"440"	"ECB_00440"	202	180	173	56	41	18	7	424	260	42	48	6	38	33	15	18	90	126	53	80	53	51	91	45	27	666	321
"441"	"ECB_00441"	36	43	25	15	2	0	5	7	19	6	8	0	9	2	0	7	0	5	8	10	14	21	10	0	0	21	16
"442"	"ECB_00442"	20	17	9	7	2	0	1	9	9	0	10	3	0	2	0	0	0	8	11	10	13	8	2	1	0	8	9
"443"	"ECB_00443"	461	399	181	80	17	3	2	60	95	121	125	29	71	20	5	2	25	26	87	183	140	137	125	4	6	178	54
"444"	"ECB_00444"	246	272	142	67	3	1	0	34	40	48	66	22	34	5	1	2	11	13	42	83	67	52	40	0	5	52	24
"445"	"ECB_00445"	272	273	132	75	1	1	0	7	10	57	41	39	34	0	1	0	4	6	51	60	56	32	24	1	0	1	7
"446"	"ECB_00446"	47	106	67	29	2	0	0	28	51	18	33	13	5	6	0	3	11	17	29	57	25	17	18	5	1	86	54
"447"	"ECB_00447"	101	190	104	55	1	2	0	19	59	62	52	10	29	3	2	1	2	17	36	91	51	34	50	4	3	37	28
"448"	"ECB_00448"	38	70	42	20	6	0	0	39	69	14	17	19	16	7	1	2	4	20	25	27	35	34	35	6	1	67	55
"449"	"ECB_00449"	15	80	28	32	0	0	1	21	30	1	3	0	2	0	0	0	0	6	5	10	4	4	6	1	0	12	18
"450"	"ECB_00450"	0	15	6	9	0	0	0	8	18	1	4	2	1	0	0	0	4	1	0	4	3	2	2	3	0	8	6
"451"	"ECB_00451"	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"452"	"ECB_00452"	43	37	18	11	0	0	0	2	8	5	8	5	7	1	0	0	0	1	10	10	14	10	6	0	0	2	10
"453"	"ECB_00453"	34	74	13	12	0	1	0	21	51	8	10	4	4	0	0	0	6	19	9	13	17	9	4	0	0	19	36
"454"	"ECB_00454"	3	1	0	1	0	0	2	15	345	1	0	0	0	2	0	0	2	72	0	1	2	0	0	0	1	33	142
"455"	"ECB_00455"	9	2	2	3	1	0	0	42	592	0	0	0	1	0	0	0	4	48	1	1	1	0	3	2	0	28	202
"456"	"ECB_00456"	956	1282	921	332	123	297	169	4479	4215	174	318	51	183	203	733	219	921	880	810	1289	741	994	782	1379	337	6089	2460
"457"	"ECB_00457"	19	18	17	10	4	1	1	85	645	5	6	4	4	4	2	6	32	45	12	14	9	6	6	3	4	104	205
"458"	"ECB_00458"	0	2	2	1	0	0	0	1	50	0	0	0	0	0	1	0	4	1	0	0	1	1	2	0	0	1	1
"459"	"ECB_00459"	2	7	4	0	0	0	0	0	50	0	3	0	0	0	0	1	0	5	1	4	0	2	0	0	0	2	7
"460"	"ECB_00460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"461"	"ECB_00461"	0	0	0	0	0	0	1	4	7	0	0	0	0	2	0	2	0	1	0	1	1	0	1	0	0	17	4
"462"	"ECB_00462"	9	6	8	4	5	0	1	12	36	3	2	1	2	4	1	0	6	26	2	7	6	3	6	5	3	21	12
"463"	"ECB_00463"	5	5	3	0	0	0	0	3	2	1	2	0	0	0	2	0	0	2	1	2	0	2	1	0	0	0	3
"464"	"ECB_00464"	8	11	9	11	2	0	1	2	2	5	1	1	1	0	1	0	6	1	5	2	3	2	3	1	1	1	4
"465"	"ECB_00465"	23	30	9	16	2	1	0	5	9	5	2	0	4	4	3	0	3	6	6	8	6	5	8	3	0	7	12
"466"	"ECB_00466"	42	57	22	12	0	0	2	20	29	5	6	3	7	3	0	0	0	8	5	17	16	15	13	2	0	26	24
"467"	"ECB_00467"	2	2	1	1	0	0	0	0	9	3	1	2	0	0	0	0	0	2	1	0	3	0	1	0	0	2	4
"468"	"ECB_00468"	3	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
"469"	"ECB_00469"	6	2	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	5	0	2	3	0	0	10	7
"470"	"ECB_00470"	1	3	2	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	2	4
"471"	"ECB_00471"	4	10	5	2	0	0	0	2	5	0	2	1	0	0	0	0	0	1	0	0	3	0	5	0	0	10	2
"472"	"ECB_00472"	510	1017	181	312	0	0	0	0	11	15	158	41	178	0	0	0	1	1	113	273	283	309	157	1	0	3	6
"473"	"ECB_00473"	49	191	6	19	0	0	0	0	1	0	14	23	18	0	0	0	0	0	4	20	15	22	6	0	0	0	3
"474"	"ECB_00474"	123	278	63	55	0	0	0	3	5	21	48	15	41	1	0	0	3	2	31	84	118	63	33	2	1	5	2
"475"	"ECB_00475"	2350	2183	1319	472	52	7	0	38	153	590	630	41	510	128	26	7	8	62	812	1216	1384	970	957	109	9	70	102
"476"	"ECB_00476"	756	1048	348	149	3	0	0	17	71	182	187	22	143	12	0	1	8	18	114	289	273	229	182	2	1	14	44
"477"	"ECB_00477"	12	24	6	3	0	1	0	2	18	2	2	2	7	0	0	0	2	7	7	8	14	4	1	1	0	4	3
"478"	"ECB_00478"	75	101	45	28	3	0	0	14	33	24	37	32	25	9	2	0	12	9	39	45	56	49	21	4	0	16	23
"479"	"ECB_00479"	540	878	155	143	4	2	0	68	134	43	153	26	74	11	4	2	8	58	96	213	202	132	71	11	0	113	92
"480"	"ECB_00480"	1	0	0	0	0	0	0	2	5	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2
"481"	"ECB_00481"	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3
